nom,prenom,occupation,age,taille,poids,options,genre,label
DE LOMBARDIE,Catherine,Travail:temps partiel,24,1.81,63,5,Europe (autre que la France),1
DE THURINGE,Marylou,Travail:temps partiel,26,1.71,55,4,Afrique,1
DE LOMBARDIE,Hermione,Etudiante,22,1.76,68,5,Amerique,1
DE LIMOGES,Armelle,Etudiante,23,1.78,50,4,La France,1
DE THURINGE,Eliane,Etudiante,25,1.68,48,5,Asie,1
DE BAVIERE,Esther,Etudiante,25,1.8,47,5,Asie,1
DE VERMANDOIS,Elise,Travail:temps partiel,22,1.73,66,3,Asie,1
DE WISIGOTHIE,AdEle,Etudiante,26,1.72,52,4,Afrique,1
DE THURINGE,Chloe,Etudiante,22,1.69,52,3,Europe (autre que la France),1
DE HAINAUT,Apolline,Etudiante,26,1.81,50,5,Europe (autre que la France),1
MALTAIS,Armance,Etudiante,23,1.78,59,4,La France,1
MALTAIS,Eugenie,Travail:temps plein,27,1.79,49,4,Afrique,0
DE ROME,Flavie,Travail:temps plein,23,1.8,63,4,Afrique,0
GAUDREAULT,Margot,Travail:temps plein,26,1.65,55,4,Asie,0
DE LOMBARDIE,Armelle,Travail:temps plein,24,1.77,58,4,Asie,0
D ALeMANIE,France,Etudiante,23,1.69,68,3,La France,1
MALTAIS,Angelique,Etudiante,24,1.76,52,3,La France,1
DE HALLEWIN,France,Travail:temps plein,25,1.77,58,5,Afrique,0
DE LUXEMBOURG,Eulalie,Etudiante,25,1.84,63,3,Asie,1
WUETRICH,Lyne,Etudiante,27,1.84,49,4,Europe (autre que la France),1
MALTAIS,Florine,Etudiante,27,1.81,54,5,Europe (autre que la France),1
DE PROVENCE,Alexine,Travail:temps plein,27,1.82,58,4,Amerique,0
DE ROHAN,Blandine,Etudiante,26,1.74,51,3,La France,1
DE NAVARRE,Lina,Travail:temps plein,23,1.78,62,5,La France,0
GOBEIL,Rosalie,Etudiante,22,1.78,64,4,La France,1
D ALeMANIE,Claire,Travail:temps partiel,26,1.76,59,4,Afrique,1
D ANGOULEME,Chloe,Travail:temps plein,27,1.79,48,5,Asie,0
DE BAVIERE,Angelique,Travail:temps plein,23,1.81,48,3,Europe (autre que la France),0
DE MONTCLAR,Cyrielle,Travail:temps partiel,27,1.66,67,3,Asie,1
SANDOZ GENDRE,Elisabeth,Etudiante,27,1.73,54,5,La France,1
DE LIMOGES,Hermione,Etudiante,24,1.69,65,5,Afrique,1
GOBEIL,Armelle,Travail:temps plein,27,1.72,48,4,La France,0
DE MONTCLAR,Emma,Travail:temps plein,25,1.74,48,5,Europe (autre que la France),0
SNIVELY,Grace,Travail:temps partiel,24,1.77,54,3,Afrique,1
DE LIMOGES,HelEne,Travail:temps plein,25,1.67,64,5,Afrique,0
D eGYPTE,Charlotte,Travail:temps plein,22,1.84,55,5,Asie,0
DE VERMANDOIS,Tiphaine,Etudiante,26,1.73,49,5,Afrique,1
SNAVELY,Esther,Travail:temps partiel,22,1.73,66,4,Afrique,1
DE THURINGE,Juliette,Etudiante,24,1.68,63,3,Asie,1
DE WISIGOTHIE,Emma,Travail:temps plein,22,1.65,56,4,Asie,0
D AUTRICHE,Chloe,Travail:temps partiel,23,1.66,56,3,Afrique,1
SNIVELY,Gabrielle,Travail:temps plein,26,1.77,49,4,La France,0
DE CHAMPAGNE,Artemis,Travail:temps partiel,24,1.76,60,5,Europe (autre que la France),1
SANDOZ GENDRE,Violette,Travail:temps partiel,22,1.8,68,5,Amerique,1
DE ROME,Marylou,Travail:temps partiel,22,1.66,61,4,Europe (autre que la France),1
BOULIANNE,Marianne,Travail:temps partiel,25,1.74,50,5,Asie,1
D AUTRICHE,Alix,Etudiante,22,1.8,65,5,Amerique,1
D AUSTRASIE,Juliette,Travail:temps partiel,26,1.8,62,4,Europe (autre que la France),1
DE NORMANDIE,Eglantine,Travail:temps plein,22,1.84,48,3,Europe (autre que la France),0
DE CASTILLE,Violette,Etudiante,22,1.81,53,3,Amerique,1
DE CHAMPAGNE,Lena,Travail:temps partiel,24,1.77,56,5,Amerique,1
DE SAXE,Chloe,Etudiante,25,1.65,48,5,Asie,1
DE HALLUIN,Laureline,Etudiante,25,1.84,50,5,Amerique,1
SCHNEBLI,Lucile,Etudiante,24,1.68,47,3,Asie,1
D ALeMANIE,Zoe,Travail:temps partiel,25,1.83,64,3,Afrique,1
D ANGOULEME,AdEle,Etudiante,27,1.83,53,3,Asie,1
D ANGLETERRE,Zoe,Etudiante,26,1.69,48,3,Europe (autre que la France),1
DE CASTILLE,Capucine,Etudiante,24,1.79,58,5,Amerique,1
DE CHAMPAGNE,Colette,Travail:temps partiel,25,1.81,51,4,Europe (autre que la France),1
D AQUITAINE,AngEle,Travail:temps partiel,22,1.73,54,5,Europe (autre que la France),1
D eGYPTE,Laetitia,Travail:temps partiel,24,1.82,51,5,Europe (autre que la France),1
DE THURINGE,Cyrielle,Travail:temps partiel,27,1.66,56,5,La France,1
DE SAVOIE,Ludivine,Travail:temps plein,26,1.65,63,3,Afrique,0
D ALeMANIE,Florine,Travail:temps partiel,27,1.71,61,5,Asie,1
DE SAVOIE,Cyrielle,Travail:temps partiel,25,1.84,57,4,Europe (autre que la France),1
DE TOXANDRIE,Lucie,Travail:temps plein,23,1.71,64,4,Amerique,0
D AQUITAINE,Aubane,Travail:temps partiel,23,1.82,53,5,Afrique,1
DE TOULOUSE,Claire,Travail:temps partiel,22,1.7,62,4,La France,1
DE HAINAUT,Lydia,Etudiante,24,1.76,51,3,Amerique,1
DE SAVOIE,Adelie,Etudiante,26,1.68,64,3,Afrique,1
DE HAINAUT,Mathilde,Travail:temps partiel,24,1.79,51,5,Europe (autre que la France),1
D AUSTRASIE,Emmanuelle,Etudiante,23,1.79,54,4,Amerique,1
DE FRANCIE,Daphne,Etudiante,23,1.67,49,3,Afrique,1
LACHARITe,Eleonore,Travail:temps plein,27,1.76,60,5,Europe (autre que la France),0
DE NORMANDIE,Romane,Etudiante,26,1.65,67,3,Asie,1
LACHARITe,Blanche,Etudiante,23,1.72,46,3,Europe (autre que la France),1
D AQUITAINE,Clemence,Etudiante,25,1.82,63,3,Afrique,1
DE ROME,Jacinthe,Travail:temps partiel,22,1.71,67,3,La France,1
DE BURGONDIE,Laureline,Travail:temps partiel,22,1.7,52,4,Afrique,1
DE LUXEMBOURG,Marylou,Travail:temps plein,27,1.7,53,5,La France,0
D AUSTRASIE,Amandine,Travail:temps partiel,25,1.7,50,3,La France,1
DE SAVOIE,Eve,Travail:temps partiel,25,1.66,68,4,Europe (autre que la France),1
DE DANEMARK,Solenn,Etudiante,27,1.79,68,3,La France,1
DE CHAMPAGNE,Sibylle,Travail:temps partiel,26,1.74,55,5,Amerique,1
DE MONTCLAR,Ludivine,Travail:temps plein,26,1.81,50,3,La France,0
DE DANEMARK,AdEle,Etudiante,26,1.67,47,3,Afrique,1
DE TOXANDRIE,Angeline,Etudiante,23,1.67,55,3,Europe (autre que la France),1
DE LIMOGES,Capucine,Etudiante,25,1.65,62,4,Europe (autre que la France),1
D ANGLETERRE,France,Etudiante,23,1.73,67,4,Asie,1
DE VERMANDOIS,AngEle,Travail:temps plein,26,1.75,54,4,La France,0
LACHARITe,Berenice,Travail:temps plein,25,1.78,54,4,Amerique,0
DE FRANCIE,Rosalie,Travail:temps partiel,23,1.67,65,3,La France,1
DE DANEMARK,Adeline,Etudiante,23,1.68,46,3,La France,1
DE COURTENAY,Jeanne,Travail:temps plein,22,1.67,55,3,Asie,0
SANDOZ GENDRE,HelEne,Travail:temps partiel,23,1.79,63,3,Amerique,1
DE TOXANDRIE,Blanche,Travail:temps plein,27,1.69,46,5,Amerique,0
DE VERMANDOIS,Fantine,Etudiante,23,1.82,68,5,Europe (autre que la France),1
DE TOXANDRIE,Margaux,Etudiante,23,1.8,61,4,La France,1
SCHNEBLI,Lucie,Travail:temps plein,27,1.73,53,3,Europe (autre que la France),0
WUETRICH,HelEne,Travail:temps partiel,27,1.79,62,3,La France,1
D ANGOULEME,MylEne,Etudiante,25,1.65,57,3,Asie,1
DE DANEMARK,Claire,Travail:temps partiel,25,1.79,57,5,Europe (autre que la France),1
D ALeMANIE,Lea,Travail:temps partiel,27,1.73,62,3,La France,1
DE DANEMARK,Apolline,Travail:temps plein,23,1.82,49,4,Asie,0
GOBEIL,Aure,Travail:temps partiel,23,1.77,51,4,La France,1
D ALeMANIE,Margot,Travail:temps partiel,22,1.74,58,4,La France,1
DE SAVOIE,Solenn,Travail:temps partiel,26,1.75,53,3,Europe (autre que la France),1
D ANGLETERRE,Anais,Travail:temps plein,22,1.8,63,3,Europe (autre que la France),0
D ANGLETERRE,Victoria,Travail:temps partiel,25,1.74,60,3,Amerique,1
DE ROME,Elise,Etudiante,24,1.82,64,3,Asie,1
DE WISIGOTHIE,Marine,Travail:temps partiel,26,1.66,49,4,Afrique,1
DE WISIGOTHIE,Jeanne,Travail:temps plein,25,1.74,63,5,Afrique,0
DE COLOGNE,Eva,Travail:temps plein,23,1.76,63,4,Asie,0
DE ROME,Theodora,Travail:temps partiel,22,1.74,51,4,Afrique,1
DE ROHAN,Nathalie,Travail:temps partiel,24,1.74,51,3,Afrique,1
DE NORMANDIE,Esther,Travail:temps plein,23,1.8,52,5,La France,0
BUJOLD,HelEne,Travail:temps partiel,27,1.65,60,3,Amerique,1
DE CHAMPAGNE,Victoria,Travail:temps plein,22,1.75,60,3,Afrique,0
D eGYPTE,Ludivine,Etudiante,25,1.71,49,5,Afrique,1
DE LOMBARDIE,Lise,Etudiante,22,1.7,51,4,Amerique,1
DE SAVOIE,Lea,Etudiante,24,1.7,54,3,La France,1
DE MONTMORENCY,Iris,Travail:temps partiel,24,1.68,49,5,Europe (autre que la France),1
DE BAVIERE,Eliane,Etudiante,25,1.66,46,3,Afrique,1
DE FRANCIE,Clara,Travail:temps partiel,23,1.68,65,3,Amerique,1
DE LUXEMBOURG,Catherine,Travail:temps partiel,24,1.65,67,4,Afrique,1
D ALeMANIE,Aglae,Travail:temps plein,25,1.84,66,5,La France,0
DE THURINGE,Cyrielle,Etudiante,25,1.78,49,4,Europe (autre que la France),1
D AQUITAINE,Margaux,Etudiante,24,1.76,53,5,Asie,1
DE HALLUIN,Lucile,Etudiante,27,1.81,49,3,Amerique,1
DE VERMANDOIS,Rose,Etudiante,22,1.66,57,4,Europe (autre que la France),1
DE PROVENCE,Flore,Etudiante,24,1.76,47,5,Afrique,1
DE BAVIERE,Mathilde,Travail:temps partiel,26,1.72,68,5,Amerique,1
DE SAVOIE,Daphne,Travail:temps partiel,27,1.66,52,4,Europe (autre que la France),1
DE NAVARRE,Victoria,Travail:temps plein,27,1.67,66,4,La France,0
D ANGOULEME,Eleonore,Travail:temps partiel,22,1.84,50,4,Afrique,1
DE THURINGE,Ysaline,Etudiante,23,1.76,61,5,Amerique,1
DE BURGONDIE,Clarisse,Etudiante,27,1.83,64,5,La France,1
CAROLINGIEN,Heloise,Etudiante,22,1.82,67,3,Amerique,1
SCHNEBLI,Theodora,Etudiante,25,1.65,49,5,Amerique,1
DE LUXEMBOURG,Maria,Travail:temps plein,24,1.8,50,5,Afrique,0
GOBEIL,Barbara,Travail:temps partiel,26,1.74,64,4,Asie,1
DE LUXEMBOURG,Anais,Travail:temps plein,22,1.72,57,4,Asie,0
WUETRICH,Tatiana,Etudiante,23,1.83,65,4,Asie,1
BUJOLD,Alice,Travail:temps plein,23,1.68,56,4,La France,0
DE PROVENCE,Alice,Travail:temps plein,26,1.79,50,5,Europe (autre que la France),0
DE NORMANDIE,Flore,Travail:temps partiel,23,1.71,66,5,Europe (autre que la France),1
DE HALLUIN,Lou,Etudiante,23,1.79,52,4,Europe (autre que la France),1
DE LIMOGES,Seraphine,Etudiante,24,1.76,48,3,Afrique,1
SANDOZ GENDRE,Elise,Travail:temps plein,24,1.69,46,5,Afrique,0
D AQUITAINE,Ysaline,Travail:temps plein,24,1.8,65,4,Asie,0
D AUSTRASIE,Suzon,Etudiante,22,1.67,64,3,Afrique,1
DE HALLUIN,Auriane,Travail:temps plein,22,1.7,50,4,Afrique,0
DE TOXANDRIE,Adelaide,Travail:temps plein,22,1.72,49,3,Amerique,0
DE LUXEMBOURG,Anna,Travail:temps plein,26,1.69,61,4,La France,0
SCHNEBLI,Auxane,Etudiante,23,1.71,58,3,La France,1
DE VERMANDOIS,AdEle,Travail:temps plein,27,1.76,47,4,Asie,0
DE CHAMPAGNE,Barbara,Travail:temps partiel,27,1.81,58,5,Afrique,1
WUETRICH,Alice,Travail:temps partiel,25,1.66,58,5,La France,1
DE NORMANDIE,Albane,Travail:temps plein,27,1.72,53,3,Asie,0
DE COLOGNE,Albane,Travail:temps plein,26,1.82,53,3,Amerique,0
DE TOULOUSE,Olivia,Travail:temps partiel,27,1.71,67,4,Europe (autre que la France),1
DE GASCOGNE,Alix,Etudiante,22,1.78,62,4,Asie,1
GOBEIL,AngEle,Travail:temps plein,27,1.76,65,4,Asie,0
GAUDREAULT,Isaure,Travail:temps partiel,23,1.69,52,3,Afrique,1
LACHARITe,Laureline,Travail:temps plein,23,1.83,56,3,Amerique,0
D AQUITAINE,Capucine,Etudiante,22,1.68,63,4,La France,1
CAROLINGIEN,Lina,Travail:temps partiel,23,1.67,67,4,Amerique,1
DE ROHAN,France,Etudiante,22,1.82,48,5,Afrique,1
D eGYPTE,Zelie,Etudiante,25,1.78,51,3,Amerique,1
DE VERMANDOIS,Camille,Travail:temps partiel,27,1.76,49,4,Amerique,1
DE BURGONDIE,Stephanie,Travail:temps partiel,27,1.82,60,4,La France,1
D ANGOULEME,Abigaelle,Travail:temps partiel,24,1.79,52,3,Europe (autre que la France),1
DE BURGONDIE,Nathalie,Travail:temps partiel,27,1.71,66,5,La France,1
DE LUXEMBOURG,Aimee,Travail:temps partiel,22,1.66,48,3,Amerique,1
DE WISIGOTHIE,Line,Travail:temps plein,22,1.78,63,3,Amerique,0
DE THURINGE,Auriane,Etudiante,24,1.82,56,3,Asie,1
D AUTRICHE,Nathalie,Travail:temps partiel,26,1.83,60,3,La France,1
DE VERMANDOIS,Auriane,Travail:temps partiel,22,1.73,47,5,Europe (autre que la France),1
DE CASTILLE,Charlotte,Etudiante,22,1.73,50,3,Asie,1
D eGYPTE,Estelle,Travail:temps partiel,27,1.82,66,3,Asie,1
DE GASCOGNE,Eugenie,Etudiante,23,1.68,59,5,Amerique,1
DE CHAMPAGNE,Tiphaine,Etudiante,24,1.72,55,3,Afrique,1
DE LOMBARDIE,Tiphaine,Travail:temps plein,26,1.8,63,3,Europe (autre que la France),0
DE HALLEWIN,Leonie,Travail:temps plein,26,1.8,47,5,Asie,0
D AUSTRASIE,Manon,Etudiante,24,1.65,67,5,Europe (autre que la France),1
DE WISIGOTHIE,Mathilde,Etudiante,25,1.78,54,3,Afrique,1
SNIVELY,Lydia,Etudiante,24,1.73,53,4,Asie,1
DE DANEMARK,SolEne,Etudiante,26,1.7,66,4,Europe (autre que la France),1
DE COLOGNE,Grace,Etudiante,26,1.7,68,3,La France,1
D ANGOULEME,Margot,Etudiante,22,1.8,54,4,Europe (autre que la France),1
DE SAVOIE,Blandine,Travail:temps plein,22,1.73,46,4,Afrique,0
DE CHAMPAGNE,Juliette,Etudiante,26,1.75,62,3,Europe (autre que la France),1
DE SAXE,Mathilde,Travail:temps partiel,26,1.81,64,3,Europe (autre que la France),1
D AQUITAINE,Rose,Travail:temps plein,26,1.71,58,4,Afrique,0
DE ROME,Aimee,Travail:temps plein,27,1.66,47,5,La France,0
DE CASTILLE,Sibylle,Travail:temps plein,24,1.79,66,5,Europe (autre que la France),0
DE GASCOGNE,Lyne,Etudiante,27,1.73,47,5,Afrique,1
SNAVELY,HelEne,Travail:temps plein,27,1.82,61,5,La France,0
DE VERMANDOIS,Blanche,Travail:temps plein,23,1.68,49,4,Asie,0
DE MONTMORENCY,Abigaelle,Travail:temps plein,22,1.76,64,3,Amerique,0
WUETRICH,Stephanie,Etudiante,27,1.76,55,3,Amerique,1
D AUTRICHE,Stephanie,Etudiante,24,1.68,54,5,Afrique,1
D ANGLETERRE,Mathilde,Etudiante,24,1.73,52,4,Asie,1
DE DANEMARK,Daphne,Travail:temps partiel,24,1.74,62,3,La France,1
CAROLINGIEN,Lena,Etudiante,27,1.69,52,3,La France,1
DE ROHAN,Celeste,Travail:temps partiel,22,1.82,61,3,Amerique,1
D ANGLETERRE,Florine,Etudiante,23,1.73,52,4,Asie,1
DE NORMANDIE,Violette,Etudiante,26,1.8,61,3,Amerique,1
DE FRANCIE,Esther,Etudiante,27,1.68,48,5,Asie,1
DE FRANCIE,Prune,Travail:temps plein,22,1.71,56,5,Afrique,0
D ANGOULEME,Sixtine,Travail:temps partiel,25,1.79,52,3,Europe (autre que la France),1
BOULIANNE,Tatiana,Travail:temps partiel,24,1.84,66,3,La France,1
GAUDREAULT,Brune,Travail:temps partiel,26,1.65,50,4,Amerique,1
DE CASTILLE,LaurEne,Travail:temps partiel,26,1.75,65,5,Asie,1
DE LOMBARDIE,Juliette,Etudiante,27,1.7,56,5,Europe (autre que la France),1
DE HALLUIN,Lou,Travail:temps partiel,25,1.82,56,3,Europe (autre que la France),1
WUETRICH,Ysaline,Travail:temps partiel,23,1.74,64,5,Amerique,1
DE HALLEWIN,Estelle,Travail:temps plein,27,1.69,62,4,Afrique,0
DE COURTENAY,Marion,Travail:temps plein,22,1.69,68,3,Europe (autre que la France),0
DE HALLEWIN,Leonie,Travail:temps plein,27,1.81,56,5,Afrique,0
DE LIMOGES,Jeanne,Travail:temps partiel,27,1.77,58,4,La France,1
DE HALLEWIN,Fantine,Travail:temps plein,23,1.75,66,4,Amerique,0
CAROLINGIEN,Grace,Travail:temps partiel,24,1.79,56,4,Asie,1
DE SAXE,Anais,Travail:temps partiel,24,1.67,64,4,Asie,1
GAUDREAULT,Apolline,Etudiante,25,1.68,64,4,Afrique,1
GAUDREAULT,Ludivine,Etudiante,27,1.79,65,4,Amerique,1
DE TOXANDRIE,Colette,Etudiante,27,1.75,56,5,La France,1
D AUTRICHE,Tiphaine,Etudiante,23,1.83,64,3,La France,1
DE LUXEMBOURG,Lou,Etudiante,22,1.78,63,5,La France,1
CAROLINGIEN,Ludivine,Etudiante,22,1.72,52,4,Afrique,1
SCHNEBLI,Flavie,Travail:temps partiel,22,1.84,57,4,Afrique,1
DE LUXEMBOURG,Maria,Etudiante,22,1.66,58,5,Europe (autre que la France),1
DE CASTILLE,Leonie,Travail:temps partiel,27,1.77,46,3,Asie,1
DE SAVOIE,Rosalie,Travail:temps plein,25,1.77,49,5,Asie,0
BUJOLD,Isaure,Travail:temps partiel,26,1.65,68,3,La France,1
DE NORMANDIE,Emmanuelle,Travail:temps partiel,27,1.65,59,3,Amerique,1
DE ROME,Ysaline,Travail:temps plein,26,1.67,62,4,Amerique,0
DE MONTCLAR,Auriane,Travail:temps partiel,23,1.84,46,5,Asie,1
DE LUXEMBOURG,Philippine,Travail:temps partiel,25,1.66,51,3,Europe (autre que la France),1
DE TOULOUSE,Adelaide,Etudiante,24,1.75,50,5,Amerique,1
SNAVELY,Jeanne,Travail:temps plein,22,1.78,56,3,Afrique,0
DE CASTILLE,Marceline,Etudiante,27,1.7,65,4,La France,1
DE WISIGOTHIE,Ambrine,Travail:temps partiel,26,1.81,59,5,Asie,1
DE SAVOIE,Adelie,Travail:temps partiel,27,1.78,67,3,Amerique,1
DE FRANCIE,Sixtine,Etudiante,26,1.69,61,5,La France,1
BUJOLD,Chloe,Travail:temps partiel,25,1.79,47,3,Amerique,1
DE BURGONDIE,Adeline,Etudiante,23,1.81,52,5,Asie,1
SNAVELY,Emma,Travail:temps partiel,27,1.65,64,5,Afrique,1
SNAVELY,Agathe,Travail:temps plein,24,1.74,52,5,Afrique,0
BUJOLD,Audrey,Travail:temps partiel,26,1.83,61,5,Amerique,1
SANDOZ GENDRE,Victoire,Travail:temps partiel,22,1.68,48,5,Asie,1
D ANGLETERRE,Brune,Etudiante,23,1.78,46,3,Europe (autre que la France),1
DE LIMOGES,Iris,Travail:temps plein,24,1.73,55,4,Afrique,0
DE LUXEMBOURG,Eulalie,Etudiante,27,1.68,50,5,La France,1
BUJOLD,Armelle,Travail:temps plein,23,1.79,50,4,Afrique,0
DE TOXANDRIE,Fantine,Travail:temps partiel,25,1.77,58,5,Asie,1
DE LOMBARDIE,Daphne,Travail:temps plein,27,1.65,62,3,La France,0
GAUDREAULT,Seraphine,Etudiante,26,1.68,52,3,La France,1
DE LOMBARDIE,Albane,Travail:temps partiel,24,1.69,53,3,Afrique,1
DE HAINAUT,Capucine,Travail:temps plein,23,1.7,61,5,Afrique,0
DE PROVENCE,Anais,Travail:temps plein,26,1.76,62,4,Asie,0
DE FRANCIE,Zoe,Travail:temps partiel,26,1.8,62,5,Asie,1
DE WISIGOTHIE,Flavie,Etudiante,24,1.76,56,5,Amerique,1
BOULIANNE,Marianne,Etudiante,27,1.8,65,4,Europe (autre que la France),1
DE BURGONDIE,Morgane,Travail:temps plein,23,1.7,50,5,La France,0
DE SAXE,InEs,Etudiante,23,1.67,62,3,Asie,1
DE GASCOGNE,Lucile,Travail:temps plein,24,1.83,58,3,Europe (autre que la France),0
D eGYPTE,Seraphine,Travail:temps partiel,22,1.79,47,3,Asie,1
DE LIMOGES,Romane,Travail:temps partiel,24,1.74,62,4,Asie,1
DE TOULOUSE,Elisabeth,Travail:temps plein,24,1.65,52,4,Amerique,0
DE WISIGOTHIE,Lauriane,Etudiante,26,1.65,63,5,Afrique,1
SCHNEBLI,Angeline,Travail:temps plein,23,1.67,67,5,La France,0
DE THURINGE,SolEne,Travail:temps plein,26,1.82,61,5,Europe (autre que la France),0
DE BURGONDIE,SolEne,Etudiante,24,1.82,46,5,La France,1
DE HALLEWIN,Mathilde,Travail:temps partiel,24,1.81,66,5,La France,1
DE COURTENAY,Ysaline,Etudiante,23,1.75,61,4,Amerique,1
DE LIMOGES,Marilou,Travail:temps plein,27,1.69,58,4,Afrique,0
DE MONTCLAR,Stephanie,Etudiante,22,1.69,53,4,Europe (autre que la France),1
LACHARITe,MylEne,Etudiante,22,1.84,55,5,Afrique,1
GAUDREAULT,Victoria,Travail:temps plein,23,1.8,47,5,Asie,0
MALTAIS,InEs,Travail:temps partiel,26,1.68,50,5,Amerique,1
BUJOLD,Eve,Travail:temps partiel,23,1.82,68,5,La France,1
DE NORMANDIE,Aimee,Travail:temps partiel,22,1.8,59,5,Amerique,1
SNAVELY,Marion,Travail:temps partiel,24,1.82,49,3,Afrique,1
D ALeMANIE,Audrey,Travail:temps plein,27,1.67,57,5,Amerique,0
DE LIMOGES,Eglantine,Travail:temps plein,27,1.71,56,5,Asie,0
D ALeMANIE,Aude,Etudiante,22,1.79,57,4,Amerique,1
D AUTRICHE,Marylou,Etudiante,24,1.79,64,4,La France,1
GOBEIL,Fantine,Travail:temps partiel,26,1.75,53,3,La France,1
DE ROHAN,Clemence,Travail:temps plein,26,1.77,48,5,La France,0
BUJOLD,Lyne,Travail:temps partiel,23,1.79,53,4,Afrique,1
WUETRICH,Ambre,Travail:temps partiel,25,1.79,64,4,La France,1
SANDOZ GENDRE,Esther,Etudiante,27,1.7,49,4,Afrique,1
DE ROME,Marylou,Travail:temps plein,24,1.82,59,5,Asie,0
DE BAVIERE,Eve,Travail:temps plein,26,1.69,52,5,La France,0
D AUTRICHE,Zelie,Travail:temps plein,25,1.82,60,3,Europe (autre que la France),0
SNAVELY,Clara,Travail:temps plein,24,1.81,59,3,Asie,0
SCHNEBLI,Penelope,Etudiante,25,1.69,48,4,Europe (autre que la France),1
DE NORMANDIE,Angelique,Travail:temps plein,26,1.79,49,3,Asie,0
DE DANEMARK,Ambre,Travail:temps plein,23,1.83,62,3,Amerique,0
DE PROVENCE,France,Travail:temps partiel,24,1.81,64,4,Amerique,1
GAUDREAULT,AdEle,Travail:temps plein,26,1.73,49,5,La France,0
DE LOMBARDIE,Noelie,Travail:temps plein,27,1.66,51,5,Europe (autre que la France),0
D AUSTRASIE,Emmanuelle,Travail:temps plein,23,1.76,62,5,La France,0
GOBEIL,Noelie,Travail:temps partiel,22,1.66,50,3,Asie,1
MALTAIS,Juliette,Travail:temps plein,23,1.76,66,4,Afrique,0
DE MONTCLAR,Jade,Travail:temps partiel,23,1.82,53,3,La France,1
DE WISIGOTHIE,Prune,Etudiante,26,1.68,54,3,Europe (autre que la France),1
D AUTRICHE,Nathalie,Travail:temps partiel,26,1.78,63,4,Amerique,1
DE LIMOGES,Jacinthe,Travail:temps partiel,24,1.72,51,5,Afrique,1
BUJOLD,Agathe,Etudiante,27,1.82,59,3,Europe (autre que la France),1
DE FRANCIE,Barbara,Travail:temps plein,25,1.66,47,3,Amerique,0
DE LOMBARDIE,Ambrine,Travail:temps plein,22,1.8,55,4,Europe (autre que la France),0
DE BAVIERE,LaurEne,Travail:temps plein,24,1.74,68,4,Asie,0
DE LUXEMBOURG,Abigaelle,Travail:temps partiel,24,1.71,62,3,Afrique,1
D ANGLETERRE,Camille,Travail:temps partiel,24,1.8,55,3,Afrique,1
DE ROME,Hermine,Travail:temps plein,24,1.82,54,4,La France,0
CAROLINGIEN,Elisabeth,Travail:temps partiel,22,1.83,68,4,Europe (autre que la France),1
DE VERMANDOIS,Amandine,Travail:temps plein,22,1.75,65,4,Europe (autre que la France),0
DE BURGONDIE,Ambrine,Travail:temps plein,23,1.7,63,5,La France,0
DE LOMBARDIE,InEs,Travail:temps plein,23,1.71,52,5,Afrique,0
DE LIMOGES,Armance,Etudiante,23,1.77,58,4,Amerique,1
WUETRICH,Camille,Travail:temps partiel,24,1.68,47,4,Afrique,1
DE GASCOGNE,Eugenie,Travail:temps plein,22,1.65,64,5,La France,0
DE MONTMORENCY,Victoria,Travail:temps plein,27,1.75,67,3,La France,0
DE SAXE,Eugenie,Travail:temps plein,26,1.71,62,5,Afrique,0
DE ROME,Emmanuelle,Travail:temps plein,24,1.75,52,4,Europe (autre que la France),0
D ALeMANIE,Ysaline,Travail:temps partiel,27,1.77,61,4,Europe (autre que la France),1
GAUDREAULT,Colette,Travail:temps partiel,23,1.65,48,3,Amerique,1
DE LUXEMBOURG,Marion,Travail:temps plein,26,1.68,51,4,Amerique,0
BOULIANNE,Angeline,Etudiante,26,1.82,46,3,Amerique,1
DE WISIGOTHIE,Auxane,Etudiante,24,1.77,66,5,Amerique,1
DE MONTMORENCY,Marine,Travail:temps partiel,26,1.66,53,3,Asie,1
DE ROME,Stephanie,Etudiante,26,1.66,65,3,Europe (autre que la France),1
DE COLOGNE,Amandine,Travail:temps plein,26,1.81,59,5,Asie,0
WUETRICH,Auxane,Travail:temps partiel,24,1.83,60,5,Afrique,1
DE DANEMARK,Auriane,Etudiante,22,1.8,56,4,Asie,1
D ALeMANIE,Tatiana,Travail:temps plein,23,1.67,47,4,La France,0
SANDOZ GENDRE,Lucie,Etudiante,24,1.74,58,3,Amerique,1
D AUSTRASIE,MylEne,Travail:temps partiel,25,1.68,67,3,Asie,1
DE TOXANDRIE,Lucile,Travail:temps partiel,25,1.78,67,3,Amerique,1
WUETRICH,Celeste,Travail:temps plein,23,1.83,65,4,Afrique,0
DE LOMBARDIE,Aure,Etudiante,26,1.67,50,4,Amerique,1
DE COLOGNE,Colette,Etudiante,25,1.69,55,5,La France,1
SCHNEBLI,Apolline,Travail:temps plein,22,1.69,54,5,Amerique,0
D AUSTRASIE,Clemence,Travail:temps plein,23,1.67,57,4,Afrique,0
D AQUITAINE,Blanche,Travail:temps partiel,27,1.67,55,3,Afrique,1
DE COURTENAY,Lyne,Travail:temps partiel,22,1.81,60,4,Amerique,1
DE VERMANDOIS,Jacinthe,Travail:temps partiel,26,1.72,66,3,Asie,1
BOULIANNE,Violette,Etudiante,23,1.67,48,3,Europe (autre que la France),1
